key,latitude,longitude
300,40.779369,-73.955259
301,40.720894,-73.984116
302,40.795566,-73.932770
303,40.776089,-73.955987
304,40.720822,-73.980602
305,40.860995,-73.921449
306,40.740591,-73.985237
307,40.808457,-73.953119
308,40.798958,-73.938328
309,40.754488,-73.993037
310,40.815514,-73.942142
311,40.831853,-73.947708
312,40.708677,-74.014197
313,40.747432,-73.976891
314,40.825520,-73.939966
315,40.726671,-73.979417
316,40.707641,-74.006528
317,40.798817,-73.968740
318,40.771378,-73.959402
319,40.754421,-73.980213
320,40.743004,-73.995143
321,40.788675,-73.946803
322,40.795149,-73.943294
323,40.731830,-73.989836
324,40.808806,-73.941950
325,40.763623,-73.997015
326,40.721860,-73.985126
327,40.704039,-74.012317
328,40.748607,-73.976025
329,40.755978,-73.992694
330,40.731984,-74.009876
331,40.737122,-73.992180
332,40.862040,-73.920707
333,40.756821,-73.988789
334,40.806244,-73.939792
335,40.762526,-73.968912
336,40.779690,-73.956064
337,40.816710,-73.953847
338,40.833339,-73.949517
339,40.749350,-74.004143
340,40.753017,-74.003227
341,40.752139,-74.001148
342,40.788231,-73.941094
343,40.776720,-73.955077
344,40.827410,-73.937178
345,40.747185,-73.977628
346,40.790012,-73.970633
347,40.798972,-73.938361
348,40.854336,-73.938895
349,40.805838,-73.934843
350,40.715068,-74.012243
351,40.802059,-73.935949
352,40.824909,-73.936725
353,40.740976,-73.995879
354,40.761106,-73.994408
355,40.741136,-73.981477
356,40.772304,-73.992061
357,40.727422,-74.008392
358,40.743858,-73.992984
359,40.749190,-73.986329
360,40.730600,-74.008122
361,40.828316,-73.937929
362,40.794897,-73.934930
363,40.766760,-73.993978
364,40.802879,-73.940604
365,40.720733,-73.992514
366,40.763524,-73.994845
367,40.762649,-73.975323
368,40.765116,-73.995202
369,40.818887,-73.942353
370,40.710040,-74.007405
371,40.721730,-74.004308
372,40.758063,-73.953144
373,40.738744,-74.008491
374,40.716942,-74.016298
375,40.720738,-73.984224
376,40.779191,-73.957000
377,40.819278,-73.939411
378,40.756747,-73.988659
379,40.811202,-73.942995
380,40.827674,-73.944018
381,40.771138,-73.990790
382,40.708681,-74.001100
383,40.750864,-73.984390
384,40.807192,-73.954020
385,40.716668,-74.013542
386,40.781312,-73.972254
387,40.718073,-74.014855
388,40.724868,-73.980742
389,40.767154,-73.970141
390,40.718175,-74.007114
391,40.800159,-73.946840
392,40.728967,-73.984922
393,40.812693,-73.943456
394,40.809064,-73.942614
395,40.808334,-73.942770
396,40.718954,-73.987056
397,40.742019,-74.007878
398,40.808780,-73.945764
399,40.808776,-73.941928
400,40.808260,-73.942589
401,40.708266,-74.007528
402,40.808318,-73.942727
403,40.809590,-73.951869
404,40.808353,-73.942817
405,40.808797,-73.945800
406,40.808279,-73.942636
407,40.810822,-73.944852
408,40.778397,-73.988504
409,40.773186,-73.958108
410,40.737723,-73.993609
411,40.787310,-73.974144
412,40.763394,-73.969439
413,40.765698,-73.994755
414,40.723631,-73.989281
415,40.721447,-74.001270
416,40.787471,-73.947677
417,40.772879,-73.959993
418,40.784134,-73.948940
419,40.721853,-73.988304
420,40.757626,-73.978942
421,40.720081,-73.979203
422,40.845638,-73.932712
423,40.765587,-73.988080
